question_id,doc_id,category,question,answer,retrieved_context,retrieved_pages,nli_label,verdict,entailment,neutral,contradiction
dewalt_saw_Q117,dewalt_saw.pdf,Location/Definition,What does the label '1' point to on the main diagram of the saw?,Trigger switch,"English Trigger Switch (Fig. A) WARNING: This tool has no provision to lock the trigger switch in the ON position and should never be locked ON by any other means. Pull the trigger switch 1 to turn the motor on. Releasing the trigger turns the motor off. This tool has no provision to Proper Hand Position (Fig. L) WARNING: To reduce the risk of serious personal injury, ALWAYS use proper hand position as shown. WARNING: To reduce the risk of serious personal injury, ALWAYS hold securely in anticipation of a sudden reaction. Proper hand position requires one hand on the auxiliary handle 5 and one hand on the main handle 2 .","10, 11, 6, 1, 7",entailment,GROUNDED,0.9758,0.0196,0.0046
dewalt_saw_Q122,dewalt_saw.pdf,Conditional Logic/Causal Reasoning,"What hazard is created by operating power tools in environments with flammable liquids, gases, or dust?",Power tools create sparks which may ignite the dust or fumes.,"WARNING: Read all safety warnings, instructions, illustrations and specifications provided with this power tool. Failure to follow all instructions listed below may result in electric shock, fire and/or serious injury. SAVE ALL WARNINGS AND INSTRUCTIONS FOR FUTURE REFERENCE. The term “power tool” in the warnings refers to your mains- operated (corded) power tool or battery-operated (cordless) power tool. 1) Work Area Safety a ) Keep work area clean and well lit. Cluttered or dark areas invite accidents. b ) Do not operate power tools in explosive atmospheres, such as in the presence of flammable liquids, gases or dust. Power tools create sparks which may ignite the dust or fumes.",6,entailment,GROUNDED,0.9919,0.0069,0.0012
dewalt_saw_Q123,dewalt_saw.pdf,Conditional Logic/Causal Reasoning,What is 'kickback' and what causes it generally?,"Kickback is a sudden reaction to a pinched, jammed or misaligned saw blade, causing an uncontrolled saw to lift up and out of the workpiece toward the operator","Coated, rock carbide. Finishing 5/8"" Round arbor, 36 teeth More teeth for finer finish cuts. Fast Cut Framing 5/8"" round arbor, 18 teeth Fastest blade for rips and cross cuts. If you need assistance regarding blades, please call 1–800–4-DeWALT (1–800–433–9258). Kickback Kickback is a sudden reaction to a pinched, bound or misaligned saw blade, causing an uncontrolled saw to lift up and out of the workpiece toward the operator. When the blade is pinched or bound tightly by the kerf closing down, the blade stalls and the motor reaction drives the unit rapidly back toward the operator. If the blade becomes twisted or misaligned in the cut, the teeth at the back edge of the blade can dig into the top surface of the wood causing the blade to climb out of the kerf and jump back toward the operator.","9, 7, 10",entailment,GROUNDED,0.977,0.0185,0.0045
dewalt_saw_Q129,dewalt_saw.pdf,Safety Information Lookup,What specific standard must eye protection meet for all users and bystanders?,ANSI Z87.1 eye protection (CAN/CSA Z94.3),"Español Instrucción Adicional de Seguridad ADVERTENCIA: Nunca modifique la herramienta eléctrica, ni tampoco ninguna de sus piezas. Podría producir lesiones corporales o daños. ADVERTENCIA: Use SIEMPRE lentes de seguridad. Los anteojos de diario NO SON lentes de seguridad. Utilice además una cubrebocas o mascarilla antipolvo si la operación de corte genera demasiado polvo. SIEMPRE LLEVE EQUIPO DE SEGURIDAD CERTIFICADO: • protección ocular ANSI Z87.1 (CAN/CSA Z94.3), • protección auditiva ANSI S12.6 (S3.19), • protección respiratoria NIOSH/OSHA/MSHA. ADVERTENCIA: Algunas partículas de polvo generadas al lijar, serrar, esmerilar y taladrar con herramientas eléctricas, así como al realizar otras actividades de construcción, contienen químicos que el Estado de California sabe que pueden producir cáncer, defectos congénitos u otras afecciones reproductivas.","11, 8, 24, 15, 6",entailment,GROUNDED,0.9941,0.0051,0.0008
dewalt_saw_Q130,dewalt_saw.pdf,Safety Information Lookup,Under what circumstances concerning the lower guard is it unsafe to use the saw?,Do not operate the saw if the lower guard does not move freely and close instantly.,"improperly set blades produce narrow kerf causing excessive friction, blade binding and kickback. f ) Blade depth and bevel adjusting locking levers must be tight and secure before making cut. If blade adjustment shifts while cutting, it may cause binding and kickback. g ) Use extra caution when sawing into existing walls or other blind areas. The protruding blade may cut objects that can cause kickback. Lower Guard Function a ) Check the lower guard for proper closing before each use. Do not operate the saw if the lower guard does not move freely and close instantly. Never clamp or tie the lower guard into the open position.","7, 9",entailment,GROUNDED,0.9917,0.0073,0.001
dyson_v12_Q001,dyson_v12.pdf,Specification Lookup,What is the display reading when the battery is fully charged?,100%,"Charging your machine Connect to charger either directly or in the dock. The blue LEDs on either side of the battery will flash during charging. When the battery is fully charged, both LEDs will light for 5 seconds. Your battery is fully charged when the display shows 100%. Your machine won’t operate or charge if the ambient temperature is below 5°C(41°F). This is designed to protect both the motor and battery. If you have additional click-in batteries, we recommend that you alternate the batteries to maintain even performance. Caring for your floors Check that the underside of the cleaner head or tool is clean and free from any objects that may cause damage.","6, 5, 1, 3",entailment,GROUNDED,0.8224,0.1601,0.0175
dyson_v12_Q003,dyson_v12.pdf,Specification Lookup,What is the lowest ambient temperature at which the machine will operate or charge?,5°C(41°F),"Looking after your machine Look after your battery Look after your machine To always get the best performance from your machine, it’s important to clean it regularly and check for blockages. To get the best performance and life from your battery, use Eco or Auto/Med mode. Your machine won’t operate or charge if the ambient temperature is below 5°C(41°F). This is designed to protect both the motor and battery. If your machine is dusty, wipe with a damp lint-free cloth. Check for blockages in the cleaner head, tools and main body of your machine. Wash your filter regularly and leave to dry completely.","13, 9, 3, 4, 6",entailment,GROUNDED,0.9026,0.0858,0.0116
dyson_v12_Q006,dyson_v12.pdf,Tool/Material Identification,What should I use to clean the dust bin?,a damp cloth,"Cleaning your tools Don’t put any part of your machine in a dishwasher or use detergents, polishes or air fresheners. Wipe with a damp, lint-free cloth, without touching the connector end. Make sure your tools are completely dry before using. Combination tool Crevice tool Stubborn dirt brush Soft dusting brush","9, 13, 2, 7, 11",entailment,GROUNDED,0.997,0.0027,0.0003
dyson_v12_Q007,dyson_v12.pdf,Tool/Material Identification,What kind of cloth is specified for cleaning the laser lens on the Laser Slim Fluffy™ cleaner head?,"a soft, dry, lint-free cloth","your brush bar into the cleaner head. Push the end cap back down to the closed position. Cleaning your laser lens To maintain optimum performance, keep your laser lens clean. Only clean the lens when the cleaner head is not attached to your machine. Use a soft, dry, lint-free cloth to wipe the lens. The end cap is located at the side of the cleaner head. Push this upwards to unlock the brush bar. Don't wash the end cap. The end cap should be attached to the cleaner head at an angle less than 90°, any angle greater than this will not allow the end cap to close.","2, 13, 11, 9, 10, 3",entailment,GROUNDED,0.9823,0.0169,0.0008
dyson_v12_Q011,dyson_v12.pdf,Procedural Step Inquiry,How do I empty the bin once the wand is removed?,"Hold the machine over the bin, pointing downwards.\n\nFirmly push the red bin release button. The bin will slide down, cleaning the shroud\nas it goes, and the bin base will open.","Minimise dust contact Empty as soon as the dirt reaches the MAX level – don’t overfill. Using your machine when the dirt is above the MAX line may affect the performance and require more frequent filter washing. Emptying your bin Press the red wand release button, on the top of the wand, and pull the wand away from the bin. Hold the machine over the bin, pointing downwards. Firmly push the red bin release button. The bin will slide down, cleaning the shroud as it goes, and the bin base will open. The bin base won’t open if the red bin release button isn’t pushed down all the way.",7,entailment,GROUNDED,0.6938,0.2185,0.0877
dyson_v12_Q013,dyson_v12.pdf,Procedural Step Inquiry,What is the correct procedure for re-installing the Laser Slim Fluffy™ brush bar after cleaning and drying?,Reattach the end cap to your brush bar.\n\nSlide your brush bar into the cleaner head. Push the end cap back down to\nthe closed position.,"release button on the end of the wand. Place the cleaner head upside down. Push the end cap up fully and pull the brush bar out of the cleaner head. Hold your brush bar under running water and gently rub to remove any lint or dirt. Stand your brush bar upright as shown. Leave to dry completely for at least 24 hours. Before replacing, check that your brush bar is completely dry. Reattach the end cap to your brush bar. Slide your brush bar into the cleaner head. Push the end cap back down to the closed position. Cleaning your laser lens To maintain optimum performance, keep your laser lens clean.","10, 12",entailment,GROUNDED,0.9332,0.0538,0.0129
dyson_v12_Q017,dyson_v12.pdf,Location/Definition,What does the 'Filter' alert on the screen mean?,"Filter – the filter isn’t fitted correctly, or needs cleaning.","Battery health Run time countdown Alerts To get the best performance and life from your battery, use Eco or Auto/Med mode. When the battery needs charging, your machine will pulse three times and a low run time icon will appear on the screen. When your battery is empty, a red warning icon will appear on the screen. The alerts you might see are: Filter – the filter isn’t fitted correctly, or needs cleaning. Blockage – your machine has a blockage that needs removing. 4:50 Exit settings menu To exit the settings menu. Tap to scroll through the selection menu. Select ‘Exit menu’.","9, 8, 5, 4",entailment,GROUNDED,0.9929,0.0063,0.0009
dyson_v12_Q018,dyson_v12.pdf,Location/Definition,What problem does the 'Blockage' alert indicate?,Blockage – your machine has a blockage that needs removing.,"Battery health Run time countdown Alerts To get the best performance and life from your battery, use Eco or Auto/Med mode. When the battery needs charging, your machine will pulse three times and a low run time icon will appear on the screen. When your battery is empty, a red warning icon will appear on the screen. The alerts you might see are: Filter – the filter isn’t fitted correctly, or needs cleaning. Blockage – your machine has a blockage that needs removing. 4:50 Exit settings menu To exit the settings menu. Tap to scroll through the selection menu. Select ‘Exit menu’.","8, 5, 4",entailment,GROUNDED,0.9945,0.0051,0.0005
dyson_v12_Q024,dyson_v12.pdf,Conditional Logic/Causal Reasoning,Under what specific condition will the bin base fail to open during the emptying process?,The bin base won’t open if the red bin release button isn’t pushed down all the way.,"down, cleaning the shroud as it goes, and the bin base will open. The bin base won’t open if the red bin release button isn’t pushed down all the way. Release the dirt Cover your bin tightly in a dust proof bag while you empty. Remove the bin carefully, seal the bag tightly and dispose. Close your bin Push the bin base upwards until the bin and bin base click into place. Remove your wand If it is necessary to clean your bin, empty it as shown in the ‘Emptying your bin’ section. Press the red button located on the bin runner to release the bin and slide your bin off the runner.",7,entailment,GROUNDED,0.9915,0.0072,0.0014
dyson_v12_Q025,dyson_v12.pdf,Conditional Logic/Causal Reasoning,Which power modes are recommended for maximizing battery life and performance?,Eco or Auto/Med mode.,"Battery health Run time countdown Alerts To get the best performance and life from your battery, use Eco or Auto/Med mode. When the battery needs charging, your machine will pulse three times and a low run time icon will appear on the screen. When your battery is empty, a red warning icon will appear on the screen. The alerts you might see are: Filter – the filter isn’t fitted correctly, or needs cleaning. Blockage – your machine has a blockage that needs removing. 4:50 Exit settings menu To exit the settings menu. Tap to scroll through the selection menu. Select ‘Exit menu’.","3, 5, 4",entailment,GROUNDED,0.9931,0.0065,0.0004
dyson_v12_Q026,dyson_v12.pdf,Safety Information Lookup,What crucial safety instruction relates to the trigger and potential sharp objects when inspecting for blockages?,Be careful not to touch the trigger and be aware of sharp objects.,"To check for blockages in the main body of the machine, remove the bin following the instructions in the Cleaning your bin section and remove the blockage. If you cannot clear an obstruction, you may need to remove the brush bars. Disconnect your machine from the charger before looking for blockages. Be careful not to touch the trigger and be aware of sharp objects. Leave your machine to cool down before looking for blockages. Don't use your machine when looking for blockages as this could cause injury. Clearing blockages Remove the bin and check for blockages in the main body of your machine.","12, 8, 7, 3",entailment,GROUNDED,0.9779,0.0189,0.0032
dyson_v12_Q028,dyson_v12.pdf,Safety Information Lookup,What undesirable outcome might occur if a rotating brush bar is used on incompatible carpet types?,Some carpets will fuzz if a rotating brush bar is used when vacuuming.,"batteries to maintain even performance. Caring for your floors Check that the underside of the cleaner head or tool is clean and free from any objects that may cause damage. Before vacuuming your flooring, rugs, and carpets, check the manufacturer’s recommended cleaning instructions. The brush bar on your machine can damage certain carpet types and floors. Some carpets will fuzz if a rotating brush bar is used when vacuuming. If this happens, we recommend vacuuming without the motorised floor tool and consulting with your flooring manufacturer. Changing your click-in battery It’s important to fully charge your new machine before using it for the first time, and after every clean.","6, 2, 8, 13, 12",entailment,GROUNDED,0.9909,0.0083,0.0008
dyson_v12_Q029,dyson_v12.pdf,Safety Information Lookup,Which cleaning agents should be avoided for cleaning the bin to prevent damage to the machine?,"detergents, polishes or air fresheners","base click into place. Your bin isn’t dishwasher safe and the use of detergents, polishes or air fresheners to clean your bin isn’t recommended, as it may damage your machine. The MAX mark on the bin of the machine, showing that the dirt should not be filled over the Max mark when the machine is at the angle of normal use. Illustration of the bin being emptied into a bag with imag- not to press the trigger when emptying the bin. The bin lid closing with an audible click and the bin being pushed up- wards with another click once it is fully in place.","11, 13, 2, 10, 9, 7",entailment,GROUNDED,0.9905,0.009,0.0005
dyson_v12_Q044,dyson_v12.pdf,Tool/Material Identification,What is the recommended cleaning agent for the Hair screw tool's exterior?,Wipe over with a damp lint-free cloth.,"Cleaning your tools Don’t put any part of your machine in a dishwasher or use detergents, polishes or air fresheners. Wipe with a damp, lint-free cloth, without touching the connector end. Make sure your tools are completely dry before using. Combination tool Crevice tool Stubborn dirt brush Soft dusting brush","13, 12, 11, 9, 10, 2",entailment,GROUNDED,0.9665,0.0309,0.0026
dyson_v12_Q046,dyson_v12.pdf,Procedural Step Inquiry,How can I change the language shown on the LCD screen?,"To change the language on your screen, press the button and hold until the language list appears. Release the button. Tap the button to scroll through the language list to your preferred language. Press and hold the button until the countdown ends.","The LCD screen Settings menu Change language Change alert settings Control the settings on your machine using the button. To enter the settings menu, press and hold the button until the menu screen appears. Tap to scroll through the options available. The LCD screen shows your particle count information and performance, including the cleaning mode selected, remaining run time, filter maintenance and blockage information. To change the language on your screen, press the button and hold until the language list appears. Release the button. Tap the button to scroll through the language list to your preferred language. Press and hold the button until the countdown ends.",4,entailment,GROUNDED,0.729,0.2522,0.0188
dyson_v12_Q055,dyson_v12.pdf,Location/Definition,Where are the serial numbers located on my vacuum cleaner?,"You can find your serial numbers on your machine, battery and charger.","dusty, wipe with a damp lint-free cloth. Check for blockages in the cleaner head, tools and main body of your machine. Wash your filter regularly and leave to dry completely. Don’t use detergents or polishes to clean your machine. For more information and support for your machine go online: www.dyson.com/support Your serial numbers You can find your serial numbers on your machine, battery and charger. Use your serial number to register.","6, 1, 3, 13, 2",entailment,GROUNDED,0.9959,0.0037,0.0003
dyson_v12_Q058,dyson_v12.pdf,Conditional Logic/Causal Reasoning,What is a potential consequence of using the motorized brush bar on incompatible carpet types?,Some carpets will fuzz if a rotating brush bar is used when vacuuming.,"batteries to maintain even performance. Caring for your floors Check that the underside of the cleaner head or tool is clean and free from any objects that may cause damage. Before vacuuming your flooring, rugs, and carpets, check the manufacturer’s recommended cleaning instructions. The brush bar on your machine can damage certain carpet types and floors. Some carpets will fuzz if a rotating brush bar is used when vacuuming. If this happens, we recommend vacuuming without the motorised floor tool and consulting with your flooring manufacturer. Changing your click-in battery It’s important to fully charge your new machine before using it for the first time, and after every clean.","6, 2, 8, 13, 10",entailment,GROUNDED,0.9909,0.0083,0.0008
dyson_v12_Q063,dyson_v12.pdf,Safety Information Lookup,What is the primary safety action required before initiating an inspection for blockages?,Disconnect your machine from the charger before looking for blockages.,"To check for blockages in the main body of the machine, remove the bin following the instructions in the Cleaning your bin section and remove the blockage. If you cannot clear an obstruction, you may need to remove the brush bars. Disconnect your machine from the charger before looking for blockages. Be careful not to touch the trigger and be aware of sharp objects. Leave your machine to cool down before looking for blockages. Don't use your machine when looking for blockages as this could cause injury. Clearing blockages Remove the bin and check for blockages in the main body of your machine.","8, 5, 13, 4",entailment,GROUNDED,0.9817,0.0159,0.0023
dyson_v12_Q064,dyson_v12.pdf,Safety Information Lookup,"When attempting to locate blockages, what specific operational and physical hazards must be avoided?",Be careful not to touch the trigger and be aware of sharp objects.,"To check for blockages in the main body of the machine, remove the bin following the instructions in the Cleaning your bin section and remove the blockage. If you cannot clear an obstruction, you may need to remove the brush bars. Disconnect your machine from the charger before looking for blockages. Be careful not to touch the trigger and be aware of sharp objects. Leave your machine to cool down before looking for blockages. Don't use your machine when looking for blockages as this could cause injury. Clearing blockages Remove the bin and check for blockages in the main body of your machine.","12, 8, 7, 3, 4, 5",entailment,GROUNDED,0.9779,0.0189,0.0032
dyson_v12_Q071,dyson_v12.pdf,Specification Lookup,At what battery percentage is the machine considered fully charged according to the display?,Your battery is fully charged when the display shows 100%.,"Charging your machine Connect to charger either directly or in the dock. The blue LEDs on either side of the battery will flash during charging. When the battery is fully charged, both LEDs will light for 5 seconds. Your battery is fully charged when the display shows 100%. Your machine won’t operate or charge if the ambient temperature is below 5°C(41°F). This is designed to protect both the motor and battery. If you have additional click-in batteries, we recommend that you alternate the batteries to maintain even performance. Caring for your floors Check that the underside of the cleaner head or tool is clean and free from any objects that may cause damage.","6, 5, 3",entailment,GROUNDED,0.9839,0.0147,0.0014
dyson_v12_Q074,dyson_v12.pdf,Specification Lookup,Is the brush bar of the Hair screw tool washable?,Your Hair screw tool doesn‘t have a washable brush bar.,"Clearing blockages from your Hair screw tool Remove the cover and brush bar Pull your brush bar firmly to remove it from the main body. Check and remove any obstructions from all three parts of your Hair screw tool. Your Hair screw tool isn't washable. Wipe over with a damp lint-free cloth. Don’t put any part of your machine in a dishwasher or use detergents, polishes or air fresheners. Remove the Hair screw tool from the wand or machine. Push the base plate open. Press the red lever down to release the cleaner head cover. Pull the cleaner head cover off the main body of the tool.","12, 2, 10",entailment,GROUNDED,0.9928,0.0066,0.0006
dyson_v12_Q078,dyson_v12.pdf,Tool/Material Identification,"If the Hair screw tool needs cleaning, what should be used to wipe it over?",Wipe over with a damp lint-free cloth.,"Cleaning your tools Don’t put any part of your machine in a dishwasher or use detergents, polishes or air fresheners. Wipe with a damp, lint-free cloth, without touching the connector end. Make sure your tools are completely dry before using. Combination tool Crevice tool Stubborn dirt brush Soft dusting brush","13, 12, 11, 9, 10, 2",entailment,GROUNDED,0.9665,0.0309,0.0026
dyson_v12_Q080,dyson_v12.pdf,Tool/Material Identification,What types of cleaning products are explicitly warned against using on the machine itself?,Don’t use detergents or polishes to clean your machine.,"dusty, wipe with a damp lint-free cloth. Check for blockages in the cleaner head, tools and main body of your machine. Wash your filter regularly and leave to dry completely. Don’t use detergents or polishes to clean your machine. For more information and support for your machine go online: www.dyson.com/support Your serial numbers You can find your serial numbers on your machine, battery and charger. Use your serial number to register.","11, 13, 12, 9, 2",entailment,GROUNDED,0.9953,0.0044,0.0002
dyson_v12_Q090,dyson_v12.pdf,Location/Definition,On what parts of the Dyson V12 detect slim can I find its serial numbers?,"You can find your serial numbers on your machine, battery and charger.","dusty, wipe with a damp lint-free cloth. Check for blockages in the cleaner head, tools and main body of your machine. Wash your filter regularly and leave to dry completely. Don’t use detergents or polishes to clean your machine. For more information and support for your machine go online: www.dyson.com/support Your serial numbers You can find your serial numbers on your machine, battery and charger. Use your serial number to register.","6, 1, 3, 13, 2, 4",entailment,GROUNDED,0.9959,0.0037,0.0003
dyson_v12_Q092,dyson_v12.pdf,Conditional Logic/Causal Reasoning,"For achieving the best battery life and performance, which cleaning modes are advised?","To get the best perform|ance and life from your battery, use Eco or Auto/Med mode.","Battery health Run time countdown Alerts To get the best performance and life from your battery, use Eco or Auto/Med mode. When the battery needs charging, your machine will pulse three times and a low run time icon will appear on the screen. When your battery is empty, a red warning icon will appear on the screen. The alerts you might see are: Filter – the filter isn’t fitted correctly, or needs cleaning. Blockage – your machine has a blockage that needs removing. 4:50 Exit settings menu To exit the settings menu. Tap to scroll through the selection menu. Select ‘Exit menu’.","3, 5, 13, 6",entailment,GROUNDED,0.9872,0.0096,0.0032
dyson_v12_Q120,dyson_v12.pdf,Procedural Step Inquiry,Describe the procedure for emptying the bin by releasing the dirt.,"Hold the machine over the bin, pointing downwards.\n\nFirmly push the red bin release button. The bin will slide down, cleaning the shroud\nas it goes, and the bin base will open.","Minimise dust contact Empty as soon as the dirt reaches the MAX level – don’t overfill. Using your machine when the dirt is above the MAX line may affect the performance and require more frequent filter washing. Emptying your bin Press the red wand release button, on the top of the wand, and pull the wand away from the bin. Hold the machine over the bin, pointing downwards. Firmly push the red bin release button. The bin will slide down, cleaning the shroud as it goes, and the bin base will open. The bin base won’t open if the red bin release button isn’t pushed down all the way.",7,entailment,GROUNDED,0.6938,0.2185,0.0877
dyson_v12_Q121,dyson_v12.pdf,Location/Definition,Where can the machine's serial numbers be found?,"on your machine, battery and charger.","dusty, wipe with a damp lint-free cloth. Check for blockages in the cleaner head, tools and main body of your machine. Wash your filter regularly and leave to dry completely. Don’t use detergents or polishes to clean your machine. For more information and support for your machine go online: www.dyson.com/support Your serial numbers You can find your serial numbers on your machine, battery and charger. Use your serial number to register.","6, 5, 3, 1, 9, 8, 13",entailment,GROUNDED,0.9957,0.0039,0.0004
dyson_v12_Q130,dyson_v12.pdf,Specification Lookup,What is the recommended angle for reattaching the end cap to the Laser Slim Fluffy™ cleaner head?,less than 90°,"cap. The end cap should be attached to the cleaner head at an angle less than 90°, any angle greater than this will not allow the end cap to close. The brush bar an open end and a closed end. Stand upright, with the closed end facing upwards, to dry.","10, 13, 9, 12, 2, 3",entailment,GROUNDED,0.9712,0.0251,0.0037
dyson_v12_Q132,dyson_v12.pdf,Conditional Logic/Causal Reasoning,What could be an adverse effect of overfilling the bin on the particle graph readings?,Overfilling your bin could result in inaccurate readings on the particle graph.,"empty it as shown in the ‘Emptying your bin’ section. Press the red button located on the bin runner to release the bin and slide your bin off the runner. Only clean your bin with a damp cloth. Make sure that the bin and seals are completely dry before replacing. Cleaning your bin Remove your bin Refit your bin Overfilling your bin could result in inaccurate readings on the particle graph. Insert the spine on to the bin runner. Close your bin by pushing the bin base upwards until the bin and bin base click into place. Your bin isn’t dishwasher safe and the use of detergents, polishes or air fresheners to clean your bin isn’t recommended, as it may damage your machine.","7, 8",entailment,GROUNDED,0.9954,0.0039,0.0007
dyson_v12_Q134,dyson_v12.pdf,Procedural Step Inquiry,How should one refit the battery onto the machine?,Align your battery with the handle and slide it in. Push firmly until it clicks\ninto place.,"your battery Align your battery with the handle and slide it in. Push firmly until it clicks into place. The charger connected from the power supply using the wall dock. The charger connected from the power supply directly into the front of the battery. Arrows showing the location of the Battery release button and the battery coming off the handle when the button is pressed. The battery is then shown being replaced on the base of the handle, clicking into place.","6, 12, 5, 3",entailment,GROUNDED,0.8693,0.1285,0.0022
electrolux_oven_Q001,electrolux_oven.pdf,Specification Lookup,What voltage and frequency is the oven EOB63100 designed to be connected to?,230-240V~(50Hz),"electrical connection electrolux 49 Electrical Connection The oven is designed to be connected to 230-240 V~(50Hz) electricity supply. The oven has an easily accessible termi­ nal block which is marked as follows: This oven must be earthed! The cable used to connect the oven to the electrical supply must comply to the specifications given be­ low. For UK use only It is necessary that you install a double pole switch between the oven and the electricity supply (mains), with a mini­ mum gap of 3 mm between the switch contacts and of a type suitable for the required load in compliance with the current regulations.","49, 57, 33, 31, 1, 8, 30",entailment,GROUNDED,0.886,0.1071,0.007
electrolux_oven_Q006,electrolux_oven.pdf,Tool/Material Identification,What accessories are included with the oven in the grill set?,The grill set consists of grill and roasting pan.,operating the oven electrolux 17 Grill set The grill set consists of grill and roasting pan. The grill can used on both sides. Warning: There is a risk of burning when removing the rosting pan from the hot oven! Inserting the grill tray underneath: The grill tray rests in the roasting pan. Push the roasting pan between the guide bars of the selected oven level. For roasting larger joints of meat or poultry on one oven shelf. Inserting the grill tray on top: The grill tray rests on the roasting pan. Push the roasting pan between the guide bars of the selected oven level.,"17, 14, 35, 9, 8, 10",entailment,GROUNDED,0.9929,0.0055,0.0016
electrolux_oven_Q011,electrolux_oven.pdf,Procedural Step Inquiry,How do I perform the initial cleaning of the oven before first use?,"1. Turn the oven function switch to oven lighting . 2. Remove all accessories and the shelf support rails and wash them with warm water and washing up liquid. 3. Wash the floor of the oven in the same way using warm soapy water, and allow to dry. 4. Wipe the front of the appliance with a damp cloth.","and bleaches • Impregnated pads unsuitable for non-stick saucepans • Brillo/Ajax pads or steel wool pads • Chemical oven pads or aerosols • Rust removers • Bath/Sink stain removers 1. Turn the oven function switch to oven lighting . 2. Remove all accessories and the shelf support rails and wash them with warm water and washing up liquid. 3. Wash the floor of the oven in the same way using warm soapy water, and allow to dry. 4. Wipe the front of the appliance with a damp cloth.","11, 39, 42, 7",entailment,GROUNDED,0.9422,0.041,0.0167
electrolux_oven_Q012,electrolux_oven.pdf,Procedural Step Inquiry,What are the steps to switch the oven on and then off?,"1. Turn the oven functions control knob to the desired function. 2. Turn the temperature control knob to the desired temperature. The power indicator is lit while the oven is on. The temperature power indicator is lit while the oven is heating up. 3. To turn the oven off, turn the oven func- tions and temperature control knob back to the Off position.","buttons to stop the acoustic signal. • The desired oven function and tem­ perature can be selected before or after the clock functions Cook time and End time are set. • When the cooking time has ended, turn the oven function and tempera­ ture dial back to the OFF position. Switching Off the Time Display By switching off the time display you can save energy. Switching off the time display Hold down any two buttons until the dis­ play becomes dark. Switching on the time display Hold down any button until the time re­ appears in the display. The display can only be switched off if none of the clock functions Cook time End time or Countdown are in use.","13, 19, 22, 23, 12, 47, 8",entailment,GROUNDED,0.5882,0.3587,0.0531
electrolux_oven_Q014,electrolux_oven.pdf,Procedural Step Inquiry,Describe the procedure for supporting the self-cleaning process of the oven walls with catalytic coating.,"1. Remove all slide-in items from the oven. 2. Wash the oven floor with warm water and washing up liquid, then dry it. 3. Set the oven temperature to 250 °C. 4. Switch the oven off after one hour. 5. When the oven has cooled but is not cold, wipe off any remaining soiling with a soft damp sponge.","42 electrolux cleaning and care Oven door For easier cleaning of the oven interior the oven door of your appliance can be taken off its hinges. Removing the oven door from its hinges 1. Open the oven door as far as it will go. 2. Undo the clamping levers (A) on both door hinges fully. 3. Close the oven door as far as the first position (approx. 45°). 4. Take hold of the oven door with a hand on each side and pull it away from the oven at an upwards angle (Take care: It is heavy). Lay the oven door with the outer side facing downwards on some­ thing soft and level, for example, a blanket in order to prevent scratch­ es.","39, 11, 42, 24",neutral,UNCERTAIN,0.0155,0.6343,0.3502
electrolux_oven_Q016,electrolux_oven.pdf,Location/Definition,What does the 'Defrost' oven function do?,"For defrosting e. g. gateaux and flans, butter, bread, fruit or other fro- zen foods.","shelf. The function is also suitable for browning and gratinbaking. Grill, top heat, fan Grill For grilling flat food items arranged in the middle of the grill and for toasting. Grill Dual grill For grilling flat food items in large quantities and for toasting. Grill, top heat Conventional For baking and roasting on one oven level. Top heat, bottom heat Bottom heat For baking cakes with crispy or crusty bases. Bottom heat Defrost For defrosting e. g. gateaux and flans, butter, bread, fruit or other fro­ zen foods. Fan","36, 14, 27, 31, 13, 28, 9",entailment,GROUNDED,0.8767,0.0642,0.0591
electrolux_oven_Q017,electrolux_oven.pdf,Location/Definition,What is the coating on the interior walls of the oven?,a special enamel (catalytic coating).,"8 electrolux description of the appliance Control Panel Oven Features All of the interior walls of the oven are coated in a special enamel (catalytic coating). Oven Functions Temperature selector Clock function buttons Oven power indicator Temperature Pilot Light Time display Top heat and heating elements Oven lighting Fan heating element Fan Bottom heat Shelf positions Oven shelf runners, removable","8, 39, 6, 42, 5",entailment,GROUNDED,0.9853,0.014,0.0007
electrolux_oven_Q019,electrolux_oven.pdf,Location/Definition,What information should I have ready when contacting Customer Care about a fault?,– Model description – Product number (PNC) – Serial number (S No.) (for numbers see rating plate) – Type of fault – Any error messages displayed by the appliance,"safety instructions electrolux 5 Safety instructions This appliance conforms with the following EU Directives: – 73/23/EEC dated 19.02.1973 Low Voltage Directive – 89/336/EEC dated 03.05.1989 EMC Directive inclusive of Amending Di­ rective 92/31/EEC – 93/68/EEC dated 22.07.1993 CE Marking Directive Electrical safety • This appliance must be connected by a qualified electrician only. • In the event of a fault or damage to the appliance: take the fuses out or switch off. • Repairs to the appliance must only be carried out by qualified serv­ ice engineers. Considerable dan­ ger may result from improper repairs. If repairs become necessary, please contact your local Service Force Centre.","60, 4, 7, 57, 5, 61, 56, 37",neutral,UNCERTAIN,0.2895,0.7056,0.0049
